employee_id,age,gender,country,city,education,experience_level,years_experience,job_title,industry,programming_langiage,company_size,remote_type,tools_used,certification,salary_usd,work_hours_per_week,satisfaction_score,promotion_last_2_years
1451,54,Male,Canada,Gonzalesberg,Masters,Senior,10,Analytics Engineer,Gaming,SQL,Medium,Remote,"Pandas, TensorFlow, NumPy",Microsoft Power BI,,51,9.5,Yes
1452,34,Male,UK,South Justin,PhD,Entry,0,Data Analyst,Gaming,R,Small,Remote,"PyTorch, NumPy, Power BI",Microsoft Power BI,25908.0,45,5.7,Yes
1453,33,Other,UK,Ryanside,Bachelors,Lead,14,Analytics Engineer,Consulting,Python,Large,Remote,"Power BI, PyTorch, SQL",TensorFlow Developer,76284.0,50,7.1,No
1454,28,Other,Canada,Brandonfort,Masters,Lead,11,Data Analyst,Consulting,Julia,Medium,Onsite,"Python, Excel, PyTorch",IBM Data Science,58933.0,50,9.0,No
1455,51,Other,India,New Haydenberg,PhD,Mid,5,Analytics Engineer,Finance,Python,Large,Onsite,"Tableau, NumPy, Pandas",TensorFlow Developer,46979.0,41,9.2,No
1456,24,Other,USA,Lake Christophertown,Bachelors,Lead,20,BI Analyst,EdTech,SQL,Medium,Onsite,"Tableau, PyTorch, TensorFlow",AWS Certified,110006.0,52,4.1,No
1457,23,Male,Australia,East Timothy,PhD,Entry,1,Business Analyst,E-commerce,SQL,Large,Remote,"Excel, Pandas, TensorFlow",Microsoft Power BI,50385.0,32,5.5,No
1458,40,Female,India,New Heidiview,Bachelors,Lead,20,BI Analyst,Finance,R,Small,Hybrid,"TensorFlow, SQL, NumPy",None,51907.0,49,5.7,No
1459,46,Other,Canada,Daniellestad,Bachelors,Mid,5,Analytics Engineer,EdTech,Scala,Small,Hybrid,"PyTorch, NumPy, Spark",None,45190.0,59,7.1,No
1460,46,Other,Poland,Burnsville,PhD,Mid,3,Data Scntist,EdTech,Julia,Medium,Onsite,"SQL, Tableau, Spark",TensorFlow Developer,34689.0,51,7.4,Yes
1461,51,Female,USA,Castromouth,Masters,Lead,16,AI Engineer,Consulting,Python,Medium,Remote,"PyTorch, Tableau, Pandas",Azure Data Engineer,132638.0,59,7.4,Yes
1462,51,Male,Brazil,Port Ronaldbury,Masters,Senior,10,Business Analyst,EdTech,Scala,Medium,Remote,"PyTorch, Pandas, TensorFlow",Azure Data Engineer,62407.0,37,5.1,Yes
1463,50,Other,Germany,East Colleenshire,PhD,Mid,4,BI Analyst,Gaming,Python,Small,Hybrid,"Excel, Pandas, SQL",Azure Data Engineer,47018.0,32,8.6,Yes
1464,55,Other,UK,North Geraldfort,Bachelors,Lead,18,Machine Learning Engineer,Finance,Scala,Large,Remote,"NumPy, Excel, Spark",AWS Certified,127334.0,42,5.0,No
1465,49,Other,Poland,South Katie,Masters,Mid,3,AI Engineer,Finance,Scala,Small,Hybrid,"NumPy, Power BI, TensorFlow",Google Data Analytics,36395.0,49,5.2,Yes
1466,42,Other,India,Lake Guy,Masters,Senior,9,Business Analyst,Consulting,Julia,Large,Onsite,"Power BI, Excel, Spark",IBM Data Science,45549.0,50,9.3,No
1467,33,Female,Germany,Frazierfurt,PhD,Lead,15,Machine Learning Engineer,EdTech,Python,Small,Onsite,"Pandas, Excel, Python",None,95702.0,59,4.8,Yes
1468,43,Male,Poland,Perkinschester,Masters,Lead,13,Data Scientist,Healthcare,SQL,Small,Remote,"Excel, NumPy, Pandas",IBM Data Science,91516.0,57,5.3,No
1469,52,Male,UK,Lake Jamesfurt,Masters,Lead,19,BI Analyst,EdTech,Python,Small,Onsite,"Python, Power BI, Spark",None,93954.0,57,7.4,No
1470,51,Male,Germany,Lake Victoriaside,Bachelors,Entry,0,Data Analyst,Finance,SQL,Medium,Hybrid,"NumPy, Python, TensorFlow",None,23450.0,53,7.1,Yes
1471,39,Other,India,East Bryanview,Masters,Lead,18,AI Engineer,Consulting,R,Large,Hybrid,"TensorFlow, NumPy, Pandas",TensorFlow Developer,102957.0,44,6.5,Yes
1472,34,Other,Poland,Michelleside,Bachelors,Mid,4,Business Analyst,Healthcare,Julia,Large,Remote,"Excel, Power BI, Tableau",AWS Certified,37988.0,42,4.4,No
1473,27,Other,UK,West Makayla,PhD,Senior,10,AI Engineer,Finance,Python,Large,Remote,"Tableau, Power BI, Excel",Microsoft Power BI,105816.0,35,5.1,No
1474,28,Female,India,Andersonville,PhD,Mid,4,AI Engineer,Consulting,Python,Small,Onsite,"SQL, Python, TensorFlow",IBM Data Science,36188.0,49,5.4,No
1475,35,Female,Australia,New Christinemouth,Masters,Mid,5,AI Engineer,Retail,Julia,Large,Remote,"Pandas, Excel, NumPy",AWS Certified,87012.0,46,5.2,No
1476,29,Female,India,Daniellemouth,Bachelors,Lead,15,Business Analyst,Gaming,SQL,Large,Onsite,"Python, SQL, Pandas",None,82227.0,53,6.1,No
1477,35,Male,India,Port Phillipview,Bachelors,Senior,8,Analytics Engineer,Healthcare,Scala,Small,Remote,"PyTorch, TensorFlow, Tableau",IBM Data Science,53146.0,43,7.7,No
1478,43,Female,Canada,Port Alyssatown,Bachelors,Senior,8,Analytics Engineer,EdTech,Julia,Small,Hybrid,"TensorFlow, Power BI, PyTorch",AWS Certified,60575.0,41,10.0,Yes
1479,22,Other,India,West Thomas,PhD,Lead,19,BI Analyst,Consulting,Scala,Small,Remote,"PyTorch, Tableau, Spark",Azure Data Engineer,82454.0,36,6.0,Yes
1480,41,Male,Canada,Farleychester,PhD,Senior,7,Data Analyst,Consulting,R,Large,Onsite,"NumPy, TensorFlow, SQL",None,63303.0,57,6.2,Yes
1481,31,Female,Poland,Sullivanbury,PhD,Lead,17,Business Analyst,Healthcare,Python,Large,Hybrid,"Spark, SQL, Excel",TensorFlow Developer,89511.0,58,9.0,No
1482,44,Female,USA,Amandaport,Bachelors,Mid,3,Analytics Engineer,EdTech,Python,Small,Onsite,"NumPy, Python, SQL",None,40192.0,60,4.8,Yes
1483,40,Other,UK,West Douglas,Bachelors,Lead,18,AI Engineer,Healthcare,Julia,Small,Hybrid,"TensorFlow, Tableau, SQL",None,76483.0,41,6.8,No
1484,33,Male,Brazil,Bethanymouth,PhD,Senior,6,Data Engineer,Consulting,Python,Medium,Hybrid,"Tableau, Pandas, Python",Google Data Analytics,39422.0,40,8.3,Yes
1485,44,Other,Germany,Christianburgh,Masters,Entry,2,Business Analyst,E-commerce,SQL,Small,Remote,"NumPy, Excel, PyTorch",Google Data Analytics,,53,6.3,Yes
1486,48,Other,USA,Santiagochester,Masters,Mid,5,Analytics Engineer,E-commerce,Python,Small,Hybrid,"Excel, Spark, Python",Google Data Analytics,59713.0,59,7.3,No
1487,41,Male,Canada,East Deborahmouth,Bachelors,Lead,14,Data Scientist,EdTech,R,Medium,Remote,"PyTorch, Spark, TensorFlow",IBM Data Science,83578.0,49,8.3,Yes
1488,33,Male,USA,Hallstad,PhD,Entry,1,Data Scientist,Retail,Python,Large,Onsite,"Python, Power BI, SQL",None,75142.0,60,6.4,Yes
1489,42,Other,Brazil,Annport,Bachelors,Mid,4,Data Engineer,Retail,Python,Large,Remote,"PyTorch, TensorFlow, Pandas",TensorFlow Developer,38759.0,37,9.3,No
1490,54,Other,Australia,Debraberg,Bachelors,Entry,2,AI Engineer,E-commerce,R,Small,Onsite,"Pandas, NumPy, PyTorch",Azure Data Engineer,47427.0,49,7.3,No
1491,25,Male,Canada,New Michaelland,PhD,Lead,20,Data Analyst,SaaS,Julia,Large,Hybrid,"Pandas, Tableau, PyTorch",TensorFlow Developer,99604.0,41,8.5,No
1492,32,Other,UK,Brittanytown,Bachelors,Senior,9,Business Analyst,SaaS,Julia,Large,Hybrid,"SQL, Tableau, PyTorch",None,45677.0,38,6.2,Yes
1493,29,Female,Brazil,Brownton,Bachelors,Lead,20,Data Engineer,E-commerce,R,Large,Onsite,"Tableau, Pandas, PyTorch",Microsoft Power BI,112688.0,39,6.9,Yes
1494,25,Other,Canada,Smithview,Masters,Entry,0,AI Engineer,Consulting,SQL,Small,Hybrid,"TensorFlow, PyTorch, Python",TensorFlow Developer,39948.0,35,4.3,No
1495,22,Female,Australia,New Crystalborough,Bachelors,Entry,0,Data Scientist,Gaming,Scala,Medium,Remote,"Tableau, Pandas, Python",Google Data Analytics,35722.0,30,6.9,Yes
1496,55,Other,India,Benjaminville,PhD,Lead,16,Data Scientist,SaaS,Scala,Medium,Onsite,"SQL, Tableau, NumPy",Microsoft Power BI,92220.0,34,7.0,No
1497,46,Male,Brazil,Port Manuelborough,Bachelors,Lead,11,Data Scientist,E-commerce,Julia,Medium,Hybrid,"PyTorch, Tableau, Spark",AWS Certified,71175.0,52,7.3,No
1498,35,Female,Australia,Davidchester,Bachelors,Senior,10,Analytics Engineer,E-commerce,Scala,Medium,Remote,"TensorFlow, Python, Excel",TensorFlow Developer,74444.0,55,8.5,Yes
1499,38,Female,Australia,Sullivanside,Bachelors,Senior,7,AI Engineer,SaaS,Scala,Medium,Onsite,"Python, Power BI, Pandas",None,57127.0,57,4.2,Yes
1500,27,Male,Canada,North Olivia,Masters,Lead,14,Data Scientist,EdTech,Julia,Medium,Remote,"TensorFlow, Spark, SQL",Google Data Analytics,105807.0,44,9.3,Yes
1501,25,Female,Canada,Port Mathewstad,Bachelors,Lead,20,Data Engineer,Gaming,Julia,Medium,Onsite,"TensorFlow, Python, NumPy",TensorFlow Developer,84977.0,53,8.2,No
1502,31,Female,India,Lake Bradley,PhD,Lead,18,Data Scientist,EdTech,R,Small,Remote,"Pandas, NumPy, Python",IBM Data Science,59416.0,40,6.9,No
1503,46,Female,Poland,New Richard,PhD,Lead,17,Data Scntist,E-commerce,Python,Small,Remote,"Excel, Tableau, Spark",Azure Data Engineer,83960.0,39,8.6,Yes
1504,30,Female,Brazil,New Diana,Masters,Lead,17,Business Analyst,Finance,Julia,Small,Onsite,"Python, Pandas, NumPy",None,67195.0,45,5.8,No
1505,41,Other,India,East Tina,PhD,Lead,19,Business Analyst,Healthcare,Scala,Medium,Remote,"Python, SQL, Power BI",IBM Data Science,92498.0,43,6.6,Yes
1506,24,Male,Canada,South James,Bachelors,Mid,3,Business Analyst,Gaming,Scala,Large,Hybrid,"Power BI, Tableau, NumPy",AWS Certified,44809.0,53,9.7,Yes
1507,41,Other,India,Lake Ian,Bachelors,Senior,7,Business Analyst,EdTech,Python,Medium,Remote,"SQL, Python, Power BI",TensorFlow Developer,44009.0,34,8.9,Yes
1508,55,Male,Brazil,West Dustinport,PhD,Lead,19,Data Analyst,Consulting,R,Medium,Onsite,"Excel, NumPy, PyTorch",Azure Data Engineer,73042.0,37,4.2,No
1509,50,Male,Brazil,Julianhaven,Bachelors,Mid,4,Analytics Engineer,EdTech,Scala,Medium,Onsite,"PyTorch, Python, Spark",Google Data Analytics,34988.0,34,6.5,No
1510,35,Other,UK,North Karina,Bachelors,Entry,1,Data Analyst,Consulting,Python,Large,Onsite,"Power BI, NumPy, Python",None,31765.0,39,9.0,No
1511,30,Other,Canada,New Anne,Masters,Senior,8,Business Analyst,E-commerce,SQL,Small,Hybrid,"Tableau, TensorFlow, NumPy",Google Data Analytics,47810.0,51,9.3,Yes
1512,40,Female,India,West Anthonyland,PhD,Lead,11,Data Scientist,Consulting,R,Medium,Onsite,"Pandas, NumPy, TensorFlow",Google Data Analytics,42767.0,40,5.7,Yes
1513,43,Female,India,Ericville,PhD,Mid,4,Data Scntist,Consulting,Python,Medium,Hybrid,"NumPy, Python, TensorFlow",None,33358.0,49,9.5,No
1514,32,Other,USA,Lake Curtis,Masters,Mid,5,Machine Learning Engineer,SaaS,SQL,Medium,Onsite,"TensorFlow, Excel, NumPy",IBM Data Science,75067.0,44,6.1,No
1515,36,Female,Australia,Santostown,Masters,Senior,10,AI Engineer,Gaming,SQL,Large,Onsite,"PyTorch, TensorFlow, Excel",None,88236.0,36,6.9,Yes
1516,26,Other,Australia,Campbellhaven,Bachelors,Lead,16,BI Analyst,Retail,Scala,Small,Hybrid,"Python, Power BI, Pandas",TensorFlow Developer,80587.0,43,6.0,Yes
1517,22,Male,USA,North Mistyborough,PhD,Mid,4,BI Analyst,Healthcare,SQL,Small,Remote,"NumPy, Tableau, TensorFlow",None,56115.0,40,8.0,No
1518,55,Male,Canada,West Alexis,Masters,Lead,15,Data Analyst,Retail,Scala,Medium,Onsite,"NumPy, Python, Tableau",AWS Certified,62358.0,57,6.9,Yes
1519,43,Male,Australia,Port Diana,Masters,Senior,7,Data Engineer,EdTech,Python,Large,Onsite,"Pandas, TensorFlow, NumPy",Google Data Analytics,80732.0,43,6.6,No
1520,42,Other,USA,Port Breannachester,PhD,Lead,18,Business Analyst,Consulting,Python,Large,Remote,"Excel, PyTorch, SQL",Google Data Analytics,137956.0,52,6.7,Yes
1521,42,Male,Poland,East Kevinport,PhD,Mid,3,Business Analyst,Consulting,Python,Small,Onsite,"NumPy, Spark, TensorFlow",TensorFlow Developer,29316.0,37,8.6,Yes
1522,54,Other,Germany,Aaronberg,Masters,Mid,5,Data Engineer,SaaS,SQL,Large,Onsite,"NumPy, Tableau, Power BI",Microsoft Power BI,61267.0,51,9.0,No
1523,54,Female,Canada,West Aprilborough,PhD,Entry,2,Data Analyst,Retail,R,Large,Remote,"Tableau, TensorFlow, Power BI",Microsoft Power BI,54120.0,36,6.3,No
1524,44,Female,Australia,Davisbury,Bachelors,Lead,20,Analytics Engineer,Gaming,SQL,Small,Hybrid,"SQL, Tableau, Pandas",Azure Data Engineer,117762.0,59,7.1,No
1525,22,Male,Poland,East Jared,Bachelors,Entry,1,Business Analyst,EdTech,Python,Small,Onsite,"Python, TensorFlow, Spark",IBM Data Science,14954.0,54,8.7,No
1526,46,Other,Brazil,Jonport,Bachelors,Lead,14,Data Analyst,Finance,R,Medium,Remote,"TensorFlow, NumPy, PyTorch",Google Data Analytics,65659.0,39,6.3,Yes
1527,31,Other,Brazil,East Miguelborough,Masters,Lead,17,BI Analyst,E-commerce,Scala,Small,Remote,"Pandas, Python, Tableau",IBM Data Science,91055.0,39,6.1,No
1528,44,Female,UK,Port Suzanne,Bachelors,Lead,12,Data Scientist,E-commerce,SQL,Large,Hybrid,"TensorFlow, Python, Tableau",Azure Data Engineer,76592.0,50,4.8,Yes
1529,22,Female,UK,East Tanyaport,PhD,Entry,0,Data Analyst,EdTech,R,Large,Remote,"TensorFlow, Python, NumPy",AWS Certified,40488.0,43,9.4,No
1530,22,Male,Poland,New Paul,Masters,Lead,17,AI Engineer,Consulting,SQL,Small,Remote,"Python, Spark, SQL",AWS Certified,73077.0,48,6.6,Yes
1531,53,Female,Poland,Lake Tiffany,PhD,Lead,20,Machine Learning Engineer,Gaming,Scala,Small,Remote,"Excel, Pandas, Spark",IBM Data Science,100803.0,52,7.8,Yes
1532,28,Female,Australia,Summersshire,PhD,Lead,18,Machine Learning Engineer,Gaming,Python,Small,Hybrid,"SQL, Power BI, Python",Microsoft Power BI,93005.0,38,9.8,Yes
1533,22,Other,India,South Erika,PhD,Lead,14,AI Engineer,Gaming,Scala,Large,Onsite,"Spark, SQL, Pandas",AWS Certified,81066.0,40,4.7,No
1534,40,Female,India,South Amyborough,Masters,Lead,13,Data Engineer,EdTech,Scala,Small,Onsite,"Spark, NumPy, Power BI",None,48523.0,41,5.8,Yes
1535,48,Male,USA,West Caseymouth,Bachelors,Lead,17,Data Engineer,Healthcare,SQL,Medium,Onsite,"Pandas, Power BI, TensorFlow",Google Data Analytics,81981.0,34,7.8,No
1536,46,Female,Australia,Port John,Masters,Lead,16,Analytics Engineer,Healthcare,R,Medium,Hybrid,"Power BI, TensorFlow, NumPy",AWS Certified,99364.0,34,7.8,Yes
1537,33,Female,India,Port Patriciastad,PhD,Entry,1,BI Analyst,SaaS,SQL,Large,Hybrid,"PyTorch, Excel, TensorFlow",Google Data Analytics,22460.0,38,7.7,No
1538,55,Female,Canada,Joshuafurt,Masters,Mid,3,Data Engineer,Healthcare,SQL,Small,Remote,"Excel, PyTorch, Power BI",TensorFlow Developer,49836.0,35,4.9,No
1539,42,Male,India,Williamsville,PhD,Lead,17,BI Analyst,EdTech,Scala,Small,Hybrid,"Pandas, NumPy, PyTorch",IBM Data Science,89342.0,46,4.9,No
1540,24,Male,Brazil,Davischester,Bachelors,Entry,2,BI Analyst,Retail,R,Small,Remote,"Excel, NumPy, Python",AWS Certified,21180.0,37,6.0,Yes
1541,25,Male,Australia,Port Daniel,Masters,Senior,10,AI Engineer,Finance,Julia,Small,Hybrid,"Power BI, TensorFlow, SQL",Microsoft Power BI,72497.0,49,5.1,Yes
1542,54,Female,UK,Smithfort,Bachelors,Mid,4,Data Engineer,Consulting,SQL,Medium,Remote,"Spark, TensorFlow, Tableau",Google Data Analytics,53999.0,47,9.6,Yes
1543,34,Other,Germany,Lake Randyland,Masters,Lead,20,Analytics Engineer,Healthcare,Scala,Small,Remote,"Power BI, NumPy, Excel",TensorFlow Developer,92913.0,47,6.3,No
1544,55,Female,Canada,Johnland,PhD,Mid,4,BI Analyst,Finance,Scala,Large,Onsite,"TensorFlow, NumPy, Power BI",Microsoft Power BI,61624.0,44,7.5,Yes
1545,48,Female,Canada,North Jonathan,PhD,Lead,12,Machine Learning Engineer,EdTech,R,Small,Hybrid,"PyTorch, Power BI, Excel",AWS Certified,86214.0,54,9.3,No
1546,32,Other,Brazil,Sheenamouth,PhD,Senior,6,Analytics Engineer,Gaming,Scala,Small,Remote,"Tableau, Excel, Python",Microsoft Power BI,39518.0,33,6.5,No
1547,35,Male,Brazil,Barbarachester,PhD,Lead,13,Data Engineer,Retail,R,Small,Onsite,"Pandas, TensorFlow, Tableau",AWS Certified,65476.0,47,5.7,Yes
1548,39,Other,USA,Lake Daniel,PhD,Lead,19,Data Engineer,E-commerce,Python,Small,Remote,"PyTorch, Power BI, Pandas",IBM Data Science,,37,9.4,Yes
1549,23,Female,Brazil,South Joseph,Masters,Lead,17,Business Analyst,Healthcare,SQL,Small,Onsite,"Tableau, Spark, Python",IBM Data Science,73180.0,54,8.7,Yes
1550,51,Female,Poland,Lopezchester,Masters,Mid,3,BI Analyst,Healthcare,Scala,Small,Remote,"Python, Pandas, Spark",TensorFlow Developer,32928.0,35,8.8,No
1551,28,Other,Germany,Youngview,PhD,Mid,5,AI Engineer,Healthcare,SQL,Large,Remote,"PyTorch, Tableau, Pandas",Azure Data Engineer,81394.0,44,8.6,Yes
1552,52,Female,India,North Davidburgh,Bachelors,Senior,6,AI Engineer,Finance,Python,Medium,Remote,"Pandas, Power BI, TensorFlow",TensorFlow Developer,51502.0,53,5.7,Yes
1553,51,Male,Germany,North Yolanda,Masters,Mid,3,Machine Learning Engineer,Healthcare,Scala,Medium,Remote,"Excel, SQL, Power BI",TensorFlow Developer,58198.0,57,9.7,Yes
1554,32,Other,USA,Mccallfort,Bachelors,Senior,6,Business Analyst,Finance,Scala,Large,Remote,"Python, Excel, SQL",Google Data Analytics,73158.0,34,9.5,No
1555,31,Female,Brazil,Bradyhaven,Masters,Lead,19,Data Analyst,EdTech,R,Small,Remote,"Tableau, Excel, NumPy",IBM Data Science,57387.0,38,8.2,Yes
1556,49,Female,Australia,Turnerland,PhD,Lead,11,Data Engineer,EdTech,SQL,Medium,Remote,"SQL, Tableau, NumPy",AWS Certified,77873.0,35,6.3,Yes
1557,52,Male,UK,New Kenneth,PhD,Senior,10,Data Scientist,SaaS,R,Large,Hybrid,"NumPy, Excel, SQL",Microsoft Power BI,81188.0,48,9.5,Yes
1558,44,Other,India,West Kathy,Masters,Lead,18,AI Engineer,Retail,SQL,Small,Remote,"Spark, NumPy, Pandas",Microsoft Power BI,74696.0,44,9.9,No
1559,31,Female,Australia,New Kellyport,Bachelors,Senior,6,BI Analyst,Consulting,Python,Medium,Hybrid,"SQL, Python, TensorFlow",AWS Certified,48389.0,32,8.4,No
1560,40,Female,Brazil,New Nathan,Bachelors,Mid,4,Data Analyst,Finance,R,Medium,Hybrid,"Pandas, Power BI, SQL",Microsoft Power BI,34444.0,38,8.8,No
1561,33,Female,UK,Mcgrathchester,PhD,Lead,17,Machine Learning Engineer,Finance,R,Small,Onsite,"TensorFlow, PyTorch, Python",None,109532.0,41,8.2,Yes
1562,32,Other,Poland,South Seanborough,Bachelors,Senior,8,Business Analyst,SaaS,Julia,Small,Onsite,"Power BI, Pandas, Excel",Microsoft Power BI,41287.0,38,7.1,Yes
1563,25,Male,USA,East Thomas,Bachelors,Senior,10,Analytics Engineer,Consulting,Julia,Small,Remote,"Power BI, PyTorch, Excel",TensorFlow Developer,60675.0,32,9.9,No
1564,50,Female,Australia,Brittanymouth,Masters,Senior,7,Data Analyst,Gaming,SQL,Medium,Remote,"Spark, Excel, Python",None,60797.0,57,4.1,No
1565,30,Male,Canada,Port Kenneth,Masters,Senior,8,Machine Learning Engineer,Healthcare,SQL,Small,Onsite,"Pandas, Power BI, Python",Microsoft Power BI,62358.0,60,6.2,Yes
1566,28,Male,Australia,Velazquezhaven,Masters,Lead,20,Data Scientist,Consulting,R,Medium,Remote,"Tableau, TensorFlow, NumPy",AWS Certified,133370.0,32,6.6,Yes
1567,51,Female,USA,Brianaberg,Masters,Mid,5,Business Analyst,Healthcare,Julia,Small,Onsite,"SQL, Python, Pandas",Microsoft Power BI,41962.0,40,8.0,Yes
1568,31,Male,India,Smithport,Bachelors,Lead,14,Machine Learning Engineer,SaaS,R,Medium,Remote,"NumPy, Tableau, Excel",None,88714.0,37,5.8,Yes
1569,44,Other,Germany,Mariachester,PhD,Lead,15,BI Analyst,Consulting,Julia,Large,Remote,"Power BI, Python, Spark",None,109639.0,47,5.7,Yes
1570,53,Male,Poland,Cooperport,Bachelors,Lead,12,AI Engineer,Healthcare,Scala,Medium,Hybrid,"Power BI, Excel, PyTorch",Microsoft Power BI,65052.0,35,7.9,Yes
1571,44,Other,Poland,Alyssaville,Bachelors,Lead,11,Analytics Engineer,Finance,Scala,Medium,Onsite,"Pandas, PyTorch, Excel",IBM Data Science,68998.0,49,5.4,Yes
1572,30,Female,USA,East Deanburgh,PhD,Lead,16,Data Engineer,E-commerce,R,Large,Onsite,"TensorFlow, Spark, Tableau",TensorFlow Developer,129161.0,42,8.9,No
1573,48,Male,USA,New Billyberg,Masters,Senior,7,Analytics Engineer,Healthcare,Julia,Medium,Onsite,"TensorFlow, Tableau, NumPy",TensorFlow Developer,76083.0,59,5.6,Yes
1574,41,Other,Poland,Port Shawnshire,Bachelors,Lead,13,Machine Learning Engineer,Gaming,SQL,Medium,Hybrid,"NumPy, Power BI, PyTorch",IBM Data Science,64402.0,54,4.7,Yes
1575,48,Female,Brazil,Anafort,Bachelors,Mid,5,Data Engineer,Consulting,Scala,Small,Onsite,"Power BI, Excel, Tableau",AWS Certified,22775.0,59,8.1,Yes
1576,54,Other,Canada,New Jerry,Bachelors,Lead,13,Data Scientist,Gaming,R,Small,Hybrid,"Excel, Tableau, SQL",Google Data Analytics,69763.0,57,7.5,Yes
1577,31,Other,Australia,Smithshire,Masters,Lead,15,BI Analyst,Healthcare,Python,Large,Onsite,"TensorFlow, Excel, Spark",None,76904.0,58,6.3,No
1578,52,Female,Germany,Brownfurt,PhD,Senior,6,Data Engineer,E-commerce,SQL,Large,Onsite,"Python, NumPy, PyTorch",IBM Data Science,75808.0,50,4.4,Yes
1579,42,Other,USA,Port Jonathanfort,Bachelors,Entry,2,BI Analyst,Finance,Julia,Large,Onsite,"Pandas, Python, Excel",TensorFlow Developer,,30,9.2,No
1580,33,Male,Australia,New Cheryl,PhD,Lead,16,Data Scientist,Consulting,Scala,Medium,Remote,"Tableau, Spark, Power BI",None,103117.0,47,9.7,No
1581,40,Female,USA,Port Sherry,Bachelors,Senior,9,Business Analyst,Finance,Python,Medium,Hybrid,"Power BI, PyTorch, NumPy",Microsoft Power BI,54584.0,38,9.0,No
1582,55,Male,Australia,East Brittany,Bachelors,Mid,5,Business Analyst,SaaS,Julia,Medium,Onsite,"Spark, Tableau, SQL",Google Data Analytics,47427.0,39,8.1,No
1583,49,Other,USA,New Victorton,Bachelors,Senior,9,Analytics Engineer,Finance,Python,Medium,Hybrid,"Excel, PyTorch, SQL",Google Data Analytics,74585.0,53,4.8,No
1584,24,Male,USA,New Elizabeth,Bachelors,Lead,16,BI Analyst,Finance,Julia,Medium,Hybrid,"Spark, Python, Pandas",AWS Certified,92725.0,59,10.0,Yes
1585,38,Male,Poland,Port William,PhD,Lead,20,Data Engineer,Gaming,Python,Medium,Onsite,"Python, Excel, Power BI",IBM Data Science,90070.0,60,4.9,Yes
1586,44,Other,USA,North Scottfort,Masters,Lead,18,AI Engineer,Finance,Julia,Large,Hybrid,"Power BI, Tableau, NumPy",Google Data Analytics,157915.0,38,6.7,No
1587,39,Male,Canada,North Jamesfurt,Bachelors,Senior,9,Machine Learning Engineer,Gaming,R,Large,Onsite,"Spark, Tableau, Python",TensorFlow Developer,66122.0,48,6.3,Yes
1588,24,Male,UK,East William,Masters,Mid,5,Machine Learning Engineer,Retail,Julia,Small,Onsite,"Spark, NumPy, Pandas",Azure Data Engineer,49055.0,42,8.0,Yes
1589,52,Male,Germany,Sabrinastad,Bachelors,Senior,9,Business Analyst,Consulting,Julia,Medium,Remote,"Python, Power BI, TensorFlow",Azure Data Engineer,56061.0,41,7.7,Yes
1590,52,Female,UK,Davidfort,PhD,Mid,3,Data Engineer,Retail,Scala,Small,Onsite,"Tableau, Pandas, Spark",IBM Data Science,42981.0,48,9.5,Yes
1591,29,Male,USA,East Melanie,PhD,Mid,4,Business Analyst,E-commerce,R,Large,Remote,"Power BI, NumPy, Excel",Azure Data Engineer,75654.0,53,6.9,No
1592,44,Female,Brazil,Ruizland,PhD,Lead,16,Business Analyst,Consulting,Python,Medium,Hybrid,"NumPy, Spark, Tableau",Azure Data Engineer,82476.0,44,8.7,Yes
1593,28,Other,Canada,Blackville,Masters,Lead,14,Data Engineer,Finance,Scala,Small,Remote,"PyTorch, Power BI, SQL",Microsoft Power BI,92977.0,48,6.1,No
1594,28,Other,Australia,Lake Karenborough,Bachelors,Mid,3,Business Analyst,Healthcare,SQL,Large,Hybrid,"Tableau, NumPy, Excel",TensorFlow Developer,39896.0,59,4.1,No
1595,41,Male,Canada,North Troy,Masters,Lead,11,AI Engineer,Finance,R,Small,Onsite,"SQL, Pandas, Python",Azure Data Engineer,68332.0,37,5.6,No
1596,55,Male,Australia,New Luis,Masters,Lead,20,BI Analyst,Retail,SQL,Small,Remote,"SQL, PyTorch, Tableau",Microsoft Power BI,107384.0,49,9.5,Yes
1597,24,Female,Brazil,Moorechester,Bachelors,Lead,11,Data Engineer,EdTech,Julia,Large,Hybrid,"NumPy, Tableau, SQL",TensorFlow Developer,53449.0,31,5.1,No
1598,33,Male,UK,Reedshire,PhD,Entry,2,Machine Learning Engineer,EdTech,SQL,Medium,Remote,"Power BI, Pandas, Python",None,57517.0,49,4.3,No
1599,23,Male,Poland,Barnesville,Bachelors,Entry,0,Data Scientist,Gaming,Julia,Large,Hybrid,"NumPy, Excel, Tableau",AWS Certified,24639.0,36,8.6,Yes
1600,39,Other,UK,Millerland,Bachelors,Lead,14,Data Engineer,SaaS,Julia,Small,Remote,"Tableau, Power BI, NumPy",Microsoft Power BI,90266.0,49,5.3,Yes
1601,44,Female,Australia,Stephenston,Bachelors,Entry,2,AI Engineer,Retail,SQL,Small,Onsite,"NumPy, Excel, Power BI",None,39087.0,36,5.8,Yes
1602,31,Male,USA,Annashire,Bachelors,Mid,5,BI Analyst,Healthcare,R,Large,Remote,"PyTorch, Tableau, Spark",Microsoft Power BI,59321.0,31,7.3,Yes
1603,41,Other,USA,North John,Masters,Senior,8,Business Analyst,Healthcare,Scala,Medium,Hybrid,"Pandas, NumPy, SQL",IBM Data Science,50442.0,35,6.7,No
